symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"BLYAT","CRhX6mDtmTM2gCDeiPAdHvYgvFGPjGxS2KZ7nDfEpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001899","","","","","","2026-07-09T21:37:24.474Z",""
"robinhood","8EDXDXV28YR7hjCoNaA4bAoVJBPPrcdbJKTfwZXBpump","55","1.353985183","","","","","","","","","","","","","","","","","0.000002283","","","","","","","2026-07-09T21:37:25.493Z","","","","","",""
"PIH","7VGoX4JoZfU83GhRURrSJo9TeUgVuYLEHGL59HeZpump","59","1.778469134","","","","","","","","","","","","","","","","","0.000002182","","","","","","","2026-07-09T21:38:22.603Z","","","","","",""
"REALLYK","F3SaHaFCS68S5dBR5qUu5tyogbwqgu41nzG7gqbVpump","","","","","","","","","","","","","","","","","","","","","","","","","2.132e-7","","","","","","2026-07-09T21:38:23.469Z",""
"Mbape","FVxU55e7dMDV1cTD5LByCorUgiCBfrEXFoupziWf8BQa","75","4.938271603","","","","","","","","","","","","","","","","","0.00000561","","","","","","","2026-07-09T21:38:24.444Z","","","","","",""
"dave","6W9oCHjYSWvm7uL4oiftnLVg77K7Yiq61v5rzL14pump","79","6.419753084","","","","","","","","","","","","","","","","","0.000004672","","","","","","","2026-07-09T21:38:25.484Z","","","","","",""
"BAGSEMWORK","9c8DahoHZiBhMzUeW3cnPGZbR86mtEMAHp924J4pump","64","2.469135801","","","","","","","","","","","","","","","","","0.000002883","","","","","","","2026-07-09T21:39:20.453Z","","","","","",""
"PUH","BVf7pSjKAPE6stjhmpWCU8LyAphxbPxwSHF6svCYpump","60","1.883456788","","","","","","","","","","","","","","","","","0.00001408","","","","","","","2026-07-09T21:39:21.471Z","","","","","",""
"CUPSEYWIF","FuuXgvxji3Tmfqn5UvmgBYgs6fF8ficjPc3N1ftbpump","87","11.85185185","","","","","","","","","","","","","","","","","0.00001701","","","","","","","2026-07-09T21:40:19.462Z","","","","","",""
"nightfcoin","6ZKUTDoP4WfbhtiYpiZtD3JwBPmLTj98KMFTSKaepump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001138","","","","","","2026-07-09T21:41:20.474Z",""
"BLYAT","AY7Z8Fcm2iwEoGEez9TpNT5UiMEyYzqkympC98kWpump","","","","","","","","","","","","","","","","","","","","","","","","","6.587e-7","","","","","","2026-07-09T21:41:21.476Z",""
"nightfcoin","BYr2NAQuTFSLyaaUfZhB32czTsnN9ZRxjjJHVy7Lpump","","","","","","","","","","","","","","","","","","","","","","","","","1.91e-7","","","","","","2026-07-09T21:42:21.498Z",""
"IPO","GDBdMGYfvJMCqaT2QTfDjMB3jeRQPF7dJykx5SCRpump","64","2.4691358","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-09T21:42:22.465Z","","","","","",""
"lockin","FUpP55GsG1L35iM7KTZTzHJ62CPP7Zh65eyWoK7fpump","60","5","","","","","","","","","","","","","","","","","0.000002225","","","","","","","2026-07-09T21:42:24.459Z","","","","","",""
"trader","DjJPiMNkCTpcp9bwpwzfVRmLsYEWLwmBmv8hwVvepump","63","3","","","","","","","","","","","","","","","","","0.00000218","","","","","","","2026-07-09T21:43:22.286Z","","","","","",""
"nightfcoin","23Qak1thYpNh6W1AHbmW3qXFzaUbmtsgbW56k9k8pump","","","","","","","","","","","","","","","","","","","","","","","","","4.198e-7","","","","","","2026-07-09T21:43:23.533Z",""
"RETAIL","9qQSa5gZgWvhyHMEjPDebwygzwMNGVW6UBQFV7utpump","80","5.254320986","","","","","","","","","","","","","","","","","0.000002179","","","","","","","2026-07-09T21:43:24.463Z","","","","","",""
"MONKEY","98RzSR5i99wZDGxhoaQbnt1Xbbm2j9BWH6sKPX7Rpump","69","1.100000001","","","","","","","","","","","","","","","","","0.000004681","","","","","","","2026-07-09T21:44:21.513Z","","","","","",""
"nightfcoin","3cziQuyQ4TNgod6ysqWZrnidm5rT5zT4izGecKxbpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002939","","","","","","2026-07-09T21:44:22.618Z",""
"LIST","6RHUNR3msoYheShY9s4gFSd2CF7c1a2gwAp8LeiQpump","85","9.580246912","","","","","","","","","","","","","","","","","0.000006068","","","","","","","2026-07-09T21:44:23.525Z","","","","","",""
"nightfcoin","BuHdLsHZPJsX3ivdpwt5dDkUoAJte1NwkmUHCvCpump","","","","","","","","","","","","","","","","","","","","","","","","","2.599e-7","","","","","","2026-07-09T21:45:22.444Z",""
"AFFIRM","HftVXkiJb95QxCTEQe9YPVAyUPvuobLBL9GH1cq5ux7y","","","","","","","","","","","","","","","","","","","","","","","","","0.00000228","","","","","","2026-07-09T21:45:23.463Z",""
"Tobi","BwRqt6ZHMYPGWJVjWSEVNqfrdKJNs2EN5oQip5jjpump","55","2.5","","","","","","","","","","","","","","","","","0.000002185","","","","","","","2026-07-09T21:45:24.458Z","","","","","",""
"nightfcoin","2Vjd1UmHVfjUsrzdPFYV3J8JSPKGWUPa1BQDMRefpump","","","","","","","","","","","","","","","","","","","","","","","","","3.763e-7","","","","","","2026-07-09T21:46:22.499Z",""
"Calli","Af4YVCNoZ45PfQRAk9gKGcyLF4SV5kYJPfUkoq9vpump","60","1.919219751","","","","","","","","","","","","","","","","","0.000002207","","","","","","","2026-07-09T21:46:23.509Z","","","","","",""
"SHITCOINS","BBCyXdmGk1UDPrdEX8637D412wUzBV9Rq9esZzC2pump","64","2.5","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-09T21:46:24.474Z","","","","","",""
"FFFMbappe","BG13u9v5Gg2N8HthcJzrQv1AQwm1C1HbkkKXnvV2pump","","","","","","","","","","","","","","","","","","","","","","","","","1.151e-7","","","","","","2026-07-09T21:46:25.478Z",""
"Var","79XMALoEBU5SfZsTaLzKUjrjWA1RzRZeauvCReRppump","","","","","","","","","","","","","","","","","","","","","","","","","7.413e-7","","","","","","2026-07-09T21:47:22.487Z",""
"ROGER","GM8Qc79xGqc67eoU9v3WZobKh3mPtoUpgzFXziTfpump","67","3","","","","","","","","","","","","","","","","","0.000002201","","","","","","","2026-07-09T21:47:23.466Z","","","","","",""
"nightfcoin","Ai2FQNTGPqRb3xPuP8Lbnmsj5JxjZueYwz74aV4Spump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001371","","","","","","2026-07-09T21:47:24.491Z",""
"FRANKIE","2817vv5QPjyKgebswDWUcjvgi9t96oKPK1YaNh97pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001102","","","","","","2026-07-09T21:47:25.454Z",""
"Var","C2B6ffAq9jFrSmZgWyhUcTkrmCZawSyeddBFucVHpump","56","0.98765432","","","","","","","","","","","","","","","","","0.000001444","","","","","","","2026-07-09T21:48:22.463Z","","","","","",""
"PAIDREPLY","Fj8xCRpAzqvjKLA2Ap2tbcXNtE7bTZrzHCBn3noBDyos","56","1.48148148","","","","","","","","","","","","","","","","","0.000002413","","","","","","","2026-07-09T21:48:23.646Z","","","","","",""
"schemer","p9gJytZE79vWRQabeThLCA1fvjmZj1mS6qu8hAcpump","58","1.647656094","","","","","","","","","","","","","","","","","0.000002188","","","","","","","2026-07-09T21:48:24.472Z","","","","","",""
"nightfcoin","7shMexyJ5BZeioefF7hRu8DuVZqJYtGtft1Gpghcpump","","","","","","","","","","","","","","","","","","","","","","","","","4.258e-7","","","","","","2026-07-09T21:48:25.452Z",""
"SOLARIANS","E649Qmmf3a1WxAeYC449R3uWDmhq7Vybq8QVQTc6pump","55","1.4","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-09T21:49:22.464Z","","","","","",""
"LIMECAT","7fsByWNTuwPkZTA8rJQbg4XtkYyKVGHVNhVkiHQMSpHa","67","2.962962961","","","","","","","","","","","","","","","","","0.000002197","","","","","","","2026-07-09T21:49:23.490Z","","","","","",""
"GREEN","HiK9fHXhhCH3m3VKMH9uD4AvBoZdA23ReijTz8Dvpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001047","","","","","","2026-07-09T21:49:24.587Z",""
"nightfcoin","6AYRzJ91JBYt1VAuDeB4vrT2QWBwsMCthzhUAKm5pump","","","","","","","","","","","","","","","","","","","","","","","","","3.788e-7","","","","","","2026-07-09T21:49:25.510Z",""
"Robin","3wVaRf7Uoxagw5t7DJoHaBMDXispzbGh1auSZgwrpump","62","4.938271603","","","","","","","","","","","","","","","","","0.000003269","","","","","","","2026-07-09T21:50:22.463Z","","","","","",""
"Clih","9X8tXbrDRq89AHvz2rtSrPJDJGekoHu5iMYiArHFpump","","","","","","","","","","","","","","","","","","","","","","","","","7.974e-7","","","","","","2026-07-09T21:50:23.594Z",""
"ZUCC","CcZcdwHt1i5ap5zZRpAh7rkJeX2UEmYFRT34Tub4pump","57","5","","","","","","","","","","","","","","","","","0.000002283","","","","","","","2026-07-09T21:50:24.459Z","","","","","",""
"DK64","AoJW3PXQRjRGWwjQuUrQJFa8t3B3FS9GfAaAJJrWpump","89","14.600000001","","","","","","","","","","","","","","","","","0.000004886","","","","","","","2026-07-09T21:50:25.583Z","","","","","",""
"CATSPOLY","5amPNPtwHyLJhA8crJwnL1JHXtjy4a5qHDuAvaPSpump","57","1.617132584","","","","","","","","","","","","","","","","","0.000002226","","","","","","","2026-07-09T21:51:22.506Z","","","","","",""
"OnGodBruh","7dnhm3vATyXwUWUVMCKr9X73UTQST9VMnV1BdXAEpump","58","1.679012343","","","","","","","","","","","","","","","","","0.000002199","","","","","","","2026-07-09T21:51:23.494Z","","","","","",""
"Vivante","4m59T8Rx6DNXjqWPeQtX1o7HySJ8hSedwhJnEVWEpump","58","3.3","","","","","","","","","","","","","","","","","0.000002392","","","","","","","2026-07-09T21:51:24.470Z","","","","","",""
"nightfcoin","5MD4CaAKcNoMM7d4XemkurX6XdziThUxYrYZViJHpump","","","","","","","","","","","","","","","","","","","","","","","","","4.911e-7","","","","","","2026-07-09T21:51:25.492Z",""
"LMAO!","3vqEqNMQPf31rEiQYc6mJcFvdtSkWMKheKfoZqZhVWMY","","","","","","","","","","","","","","","","","","","","","","","","","0.000002283","","","","","","2026-07-09T21:52:22.469Z",""
"WARUME","HzCGMbNGGmNcYw2dbeCgDhKwAhueYYCmgj3PHENFWmga","67","2.962962961","","","","","","","","","","","","","","","","","0.000007747","","","","","","","2026-07-09T21:52:23.501Z","","","","","",""
"WARUME","E6NaEAShHxNPGykaLMwJ8GoFmM3NGMwgCLf6x1U1pump","59","1.846913578","","","","","","","","","","","","","","","","","0.000002196","","","","","","","2026-07-09T21:52:24.535Z","","","","","",""
"Kim","9inEqrckqgtrRwLo4QFz12yscsdN6esRmrUcR3ywpump","58","1.629629628","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-09T21:52:25.463Z","","","","","",""
"nightfcoin","DmAPjqP8vgf7x8pzdZwiEKKpahQLtoQVr1FnQfBpump","","","","","","","","","","","","","","","","","","","","","","","","","3.212e-7","","","","","","2026-07-09T21:53:21.460Z",""
"АFК","9eZztgfq87iniWYab9rLZUbza7zhLofQcfvq4SdBpump","55","1.382716048","","","","","","","","","","","","","","","","","0.000002488","","","","","","","2026-07-09T21:53:22.460Z","","","","","",""
"nightfcoin","EJJLDE7iQZrgSZ9kLcaSGtH7Wg4rpKcBrEUwueYRpump","","","","","","","","","","","","","","","","","","","","","","","","","7.278e-7","","","","","","2026-07-09T21:53:23.460Z",""
"Baguette","9Dj9yeRNpgMoygVLva3eEsuJQANK5NMDnJFKzAWWpump","57","5","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-09T21:54:22.465Z","","","","","",""
"GIN-CHAN","9tainUz3DryjTtxpZNJNfd8FE2ba9N6EoSPmKXyppump","60","1.911683949","","","","","","","","","","","","","","","","","0.000002283","","","","","","","2026-07-09T21:54:23.436Z","","","","","",""
"GOT","E4N9M1NQ8zCBVtD7Ma5qWXFJXKyDMztBE9HrLUANpump","70","2.962962961","","","","","","","","","","","","","","","","","0.000002157","","","","","","","2026-07-09T21:54:24.453Z","","","","","",""
"E.TMbappe","Tjk7EodABEzMNw8qdy17BNS9FxJ6TgWmxucDDg9pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002899","","","","","","2026-07-09T21:54:25.477Z",""
"GREEN","BHaJBE3FgnWwCHSFfE2KRKziWjTRdbc4ETbWNtC1pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001265","","","","","","2026-07-09T21:55:21.600Z",""
"Cebu","Gs8JV7q5YHsLBMWckbX3jXAAePqwjxiQYpFr18KCpump","55","1.330567899","","","","","","","","","","","","","","","","","0.00001634","","","","","","","2026-07-09T21:55:22.540Z","","","","","",""
"TRAC","RTMiQ4Bp31yLHPyhRZubtwTmqrwaT63AnHWkps4pump","96","40.000000001","","","","","","","","","","","","","","","","","0.00001193","","","","","","","2026-07-09T21:55:23.621Z","","","","","",""
"IRIS","HSp9hkMvAWwXaKKpBKKFbZfxLERwu9nZooRF6VJVpump","67","2.88","","","","","","","","","","","","","","","","","0.000002225","","","","","","","2026-07-09T21:55:24.454Z","","","","","",""
"ROBOBAPPE","DG6i4oWywujaH2AXGRU4CX8VZVeyXJ2HNHScHiKApump","57","1.539644906","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-09T21:56:21.469Z","","","","","",""
"sneed","4shCqcGihvCx5W1WckkFSAhnw8oKQtPCQJSdAHHApump","56","1.481481479","","","","","","","","","","","","","","","","","0.000002281","","","","","","","2026-07-09T21:56:22.493Z","","","","","",""
"PORVITA","3WPUEdHJh1mkqHzCDZ6XqgaJ4rSPzBKsjVXDpes9pump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002225","","","","","","","2026-07-09T21:57:19.543Z","","","","","",""
"Ramclih","BtSbzBHuqmP9szSJ7HZptGoEkaskJ5KDcFHL5UrBpump","69","2.962962961","","","","","","","","","","","","","","","","","0.000002899","","","","","","","2026-07-09T21:59:21.474Z","","","","","",""
"ANTSEM","3H9HgC9KWALprf3txPi451cdqCax9X7iAE82GbJepump","70","3.456790122","","","","","","","","","","","","","","","","","0.000002881","","","","","","","2026-07-09T21:59:22.477Z","","","","","",""
"cult","577DrA8EEizqCa8pGB5pgz9uPwtDpCWgXgxy5NGpump","56","1.454005933","","","","","","","","","","","","","","","","","0.000002207","","","","","","","2026-07-09T21:59:23.443Z","","","","","",""
"Baguette","6NZ4gESGyNdVnsiThGRnq9KNRYX1K8JoPXZK9NeTpump","76","10","","","","","","","","","","","","","","","","","0.000008594","","","","","","","2026-07-09T22:00:20.511Z","","","","","",""
"BABY","E3pWJR6p6D5ZhvxD3u7qPN6SqcCLLE98RiyEuAUfpump","56","1.97530864","","","","","","","","","","","","","","","","","0.000002199","","","","","","","2026-07-09T22:00:21.449Z","","","","","",""
"CATATO","5uvSCcBC9hWfdXkDL5SLf9eT2UwXpjYV25W6kPripump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-09T22:01:21.457Z","","","","","",""
"ANTIHOODS","3VVa7nFPmpP1CjPRfVQ2hEEsfoLrkkYdk1hmngEUpump","61","2","","","","","","","","","","","","","","","","","0.000003376","","","","","","","2026-07-09T22:01:22.491Z","","","","","",""
"BULLDOG","2jRyWNAdkQTbUwCUVJ24Ptu8EFuXD41AjXecJVarpump","","","","","","","","","","","","","","","","","","","","","","","","","7.584e-7","","","","","","2026-07-09T22:01:23.464Z",""
"Ansemen","2oRC5vXajJ9igo5Enh9MFjGuq6sP7HuDzBwAqYGwpump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002184","","","","","","","2026-07-09T22:02:21.468Z","","","","","",""
"𝖦rugsem","tw3Ti3ECJAmnAtA5qmjY5qRVm3Xbbueh9CP7XY2pump","96","47.407407406","","","","","","","","","","","","","","","","","0.00001577","","","","","","","2026-07-09T22:02:22.455Z","","","","","",""
"MARVIN","4LyVFfjotwoiazsi1p89qyx6ruFxQ2DEzFvtdQwPpump","55","3.5","","","","","","","","","","","","","","","","","0.000002323","","","","","","","2026-07-09T22:02:23.454Z","","","","","",""
"1SolBigDih","HuWGb5AmRpNRVa7YYn7subYSiYCYaLYUGvhnkoc4pump","","","","","","","","","","","","","","","","","","","","","","","","","2.71e-7","","","","","","2026-07-09T22:02:24.457Z",""
"MSGA","3rBAiweeTu3g59uchabh55StXkTy51kbtdNEbe7Hpump","63","2.962962961","","","","","","","","","","","","","","","","","0.000006173","","","","","","","2026-07-09T22:03:22.468Z","","","","","",""
"ZUCC","35tjdt4NACTwgJjfKCM4Udp8ESxUNdYzWaHN4SJzpump","63","2.2816","","","","","","","","","","","","","","","","","0.000002637","","","","","","","2026-07-09T22:03:23.448Z","","","","","",""
"DoubleMonk","Awfo6jxBVLER1eV2B4UPUXBJvTB7zSVpHeBWVvDXpump","78","5.925925924","","","","","","","","","","","","","","","","","0.000003129","","","","","","","2026-07-09T22:03:25.451Z","","","","","",""
"IBM","5Dxs9LFaizmCBn4GpXijfHJm561Ew9RvasZQpoW2pump","61","1.97530864","","","","","","","","","","","","","","","","","0.000009918","","","","","","","2026-07-09T22:04:21.455Z","","","","","",""
"Zygopump","3sjD2uvnt4nxcjuDVWPKiD67R4doadDUkV4G6Wswpump","","","","","","","","","","","","","","","","","","","","","","","","","8.9e-7","","","","","","2026-07-09T22:04:23.452Z",""
"inkky","8z8G6Fn8XQNYzwJi6LYPftYPFsrmFkJ6xcLWoavoyuka","67","2.962962961","","","","","","","","","","","","","","","","","0.000008958","","","","","","","2026-07-09T22:04:24.439Z","","","","","",""
"Elon-gation","CawDCRSf8WNSnrPTDc2EuT8iLwma5qaNxjhdjyetpump","58","3.3","","","","","","","","","","","","","","","","","0.000002716","","","","","","","2026-07-09T22:04:25.483Z","","","","","",""
"miracle","4YccCASrXsiHJFJ7JuzCsw8VA7tejQKBGHDX2KcTpump","","","","","","","","","","","","","","","","","","","","","","","","","2.982e-7","","","","","","2026-07-09T22:05:20.608Z",""
"asswork","GekEj8k8vidWoNK6gQYbGPciEuGKUab7QqU3gMxpump","","","","","","","","","","","","","","","","","","","","","","","","","3.112e-7","","","","","","2026-07-09T22:05:21.458Z",""
"pfp","QTto2bMG56sKtU2aekrLP9XTA4SydkAcYVz3FVQpump","70","3.456790121","","","","","","","","","","","","","","","","","0.000002191","","","","","","","2026-07-09T22:06:20.485Z","","","","","",""
"xX_CLAN_Xx","EsLYgmBJumYuV6t6SqcHzUbDLVDiKyZFsDdYNxsLpump","67","3","","","","","","","","","","","","","","","","","0.00001691","","","","","","","2026-07-09T22:06:21.492Z","","","","","",""
"xXCoinXx","8j5hATHxv36SbCAzohSG59Fp4PrwVRu4hFUS7yowpump","63","5","","","","","","","","","","","","","","","","","0.000002285","","","","","","","2026-07-09T22:07:21.445Z","","","","","",""
"xX____Xx","9nEfPLqAfsLr1hpy2eAQme4sjn66W2hLEh3Di222pump","60","5","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-09T22:07:22.537Z","","","","","",""
"The Crypto","73Ztu455rYxPBfDBtWoZin4YHvppRi4fCZ7qVTPHpump","","","","","","","","","","","","","","","","","","","","","","","","","4.653e-7","","","","","","2026-07-09T22:07:23.671Z",""
"$RATcoin","2pCvEeoJazx44AtyNFxw8idS7aBcwqHd6rrZyNFKpump","","","","","","","","","","","","","","","","","","","","","","","","","1.679e-8","","","","","","2026-07-09T22:08:20.450Z",""
"Boo'd","EKD92jyZA3N1KoSvmUyQMeA5Hjs2ooDswsq6EbTzpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002355","","","","","","2026-07-09T22:08:21.449Z",""
"BANDIT","2sDWYX3rvT6q5pDr49sruf7WUNw4XbrbLF3sYh3Wpump","","","","","","","","","","","","","","","","","","","","","","","","","4.995e-7","","","","","","2026-07-09T22:09:21.499Z",""
"Bullion","2iTYS6Ay64bxPznfBzZm39jVzRoHpBBCT9aPybKGpump","78","5.925925924","","","","","","","","","","","","","","","","","0.000003133","","","","","","","2026-07-09T22:09:22.446Z","","","","","",""
"BANDIT","6HgJ9Jd2pFdtS6VVEgLFojLQCo1E9vUUF3aBYHrHpump","","","","","","","","","","","","","","","","","","","","","","","","","3.427e-7","","","","","","2026-07-09T22:09:23.476Z",""
"Reekcoin","CBPDHEfkYRcxqeZqeRkJ7e3Cx4YLigpKCMqunEATpump","56","1.5","","","","","","","","","","","","","","","","","0.000002883","","","","","","","2026-07-09T22:10:19.184Z","","","","","",""
"BULLDOG","4Ej1VtPaLc4W5BQwh26h2cy4QHk9JduHKeAogiuWpump","","","","","","","","","","","","","","","","","","","","","","","","","3.729e-7","","","","","","2026-07-09T22:11:22.465Z",""
"GLORY","EJZAFJwvBWEoSkZb54gRzj7M5nC9Tg1in1532DzRpump","58","1.635555554","","","","","","","","","","","","","","","","","0.000004991","","","","","","","2026-07-09T22:11:23.460Z","","","","","",""
"Boo'd","2xoApNfAbNArLwAhCKyN5H1vdTSPshfujcFx2RnSpump","","","","","","","","","","","","","","","","","","","","","","","","","4.072e-7","","","","","","2026-07-09T22:11:24.472Z",""
"Xx_CLAN_xX","5zMcUa3U3N2qgrPpVNKLPW2P1dMYqsGCUwQ6nd9JM5Ea","67","2.962962961","","","","","","","","","","","","","","","","","0.000002206","","","","","","","2026-07-09T22:11:25.448Z","","","","","",""
"ANSEM","HyRXGxQ2xFc1rVECCDT7HKhFF3VD9SuQSBYBKsmtpump","","","","","","","","","","","","","","","","","","","","","","","","","3.069e-7","","","","","","2026-07-09T22:12:22.518Z",""
"xX_CLAN_Xx","GJqLeEzLbxnWgFdQ5QeRPYzawBBAiaSXjWzbxkE2pump","67","3.950617282","","","","","","","","","","","","","","","","","0.000008958","","","","","","","2026-07-09T22:12:23.435Z","","","","","",""
"TRENCHIN","DcbwRSMZ746qwRmBsNFgyKniqVeJTBJoDQzsgctApump","55","1.382716047","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-09T22:12:24.444Z","","","","","",""
"xX_CLAN_Xx","6ErPgkSvcmmBDJu4pcMDq1Ffay75m1nqQx6mLkcdURra","67","2.962962961","","","","","","","","","","","","","","","","","0.000002182","","","","","","","2026-07-09T22:12:25.445Z","","","","","",""
"BOGEBANK","jeP4MxnnSFLe5wX5pad74mvh1gpxGqTMsqRhR4Kpump","56","1.454005933","","","","","","","","","","","","","","","","","0.000002195","","","","","","","2026-07-09T22:13:20.434Z","","","","","",""
"ANSEM","3942fePztMNxWBds9U3R7r8yytbdzM2hh2R8bb7Xpump","","","","","","","","","","","","","","","","","","","","","","","","","7.249e-7","","","","","","2026-07-09T22:13:21.440Z",""
"Golden","D2rDiLwhXmeenukdLZGC55LhsvPRoYgsLdBzEAJttyja","67","2.962962961","","","","","","","","","","","","","","","","","0.00002328","","","","","","","2026-07-09T22:14:21.471Z","","","","","",""
"BULLDOZ","8tQJmXQXWpKoGL7WsdwEeQGiMkG8U5huhtXUJVqBpump","55","1.353086418","","","","","","","","","","","","","","","","","0.00001178","","","","","","","2026-07-09T22:14:22.454Z","","","","","",""
"xX_COIN_Xx","5NSV5RNrsu2TmWqchrYJs8pPTrp1s7TPkek73EABpump","65","4","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-09T22:14:23.449Z","","","","","",""
"DREAM","8KVD6wN5MxwgKwhVxy15hNRnXDrsDkpdYa3mhwafpump","67","2.962962961","","","","","","","","","","","","","","","","","0.000002184","","","","","","","2026-07-09T22:15:19.450Z","","","","","",""
"BAGSEMWORK","aJa4dYS8xkx3G3mPgmwc1ioNm3F3Z9euXcg4jsupump","61","1.97530864","","","","","","","","","","","","","","","","","0.000003317","","","","","","","2026-07-09T22:18:19.455Z","","","","","",""
"Xbox360","55WHyYoTa56AhBA2TnPyMhPz8dczc2bWY4d1kqSPpump","","","","","","","","","","","","","","","","","","","","","","","","","4.438e-8","","","","","","2026-07-09T22:19:22.646Z",""
"BULLSZN","DnHN92LyWNDxe6muAoK4kAr9ydgd3USDuSv6wotZpump","78","5.925925924","","","","","","","","","","","","","","","","","0.000003132","","","","","","","2026-07-09T22:19:22.835Z","","","","","",""
"Ali-A","9Htbc3bugiEzkhKWzMvv4H25bVePzGJ1oaLjMhZPpump","61","2.67","","","","","","","","","","","","","","","","","0.000002285","","","","","","","2026-07-09T22:19:23.528Z","","","","","",""
"Robin Fud","47XmFtvVUcyK1Xu7LfmZeLa6jqGa5nNEEN44gaTapump","59","1.777777776","","","","","","","","","","","","","","","","","0.000002727","","","","","","","2026-07-09T22:19:24.560Z","","","","","",""
"Carti","5F1aqKM49bEs4dZmUuVMtaF4xyssjjr7uAN35cbCpump","63","2.962962961","","","","","","","","","","","","","","","","","0.000002184","","","","","","","2026-07-09T22:20:20.449Z","","","","","",""
"PUMPRUG","AGX7r47rbowEV2CsRx5jKzKdTAbzH8mAFAre5rDGpump","59","1.78148148","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:20:21.668Z","","","","","",""
"IBM","8NZ4AnSitg8ottWJTEMrDENg2RZn1K73B1Xm1hrFpump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002405","","","","","","","2026-07-09T22:21:22.485Z","","","","","",""
"Hope","EwVYMr7nCRd73bbdW4wePBRnUh5X3X95Cfr6zm4ycN9a","67","2.962962961","","","","","","","","","","","","","","","","","0.000002208","","","","","","","2026-07-09T22:21:23.496Z","","","","","",""
"BOOZY","GVPsbVpnvnVkWqhePLRNw6CDkC1pt1qv5ckfHiappump","59","1.78148148","","","","","","","","","","","","","","","","","0.000002184","","","","","","","2026-07-09T22:21:24.454Z","","","","","",""
"DICK","EEdAB72Wu6TmeY51Ttr5auSaBb79To86Rrskkwwcpump","85","9.876543208","","","","","","","","","","","","","","","","","0.000008083","","","","","","","2026-07-09T22:21:25.464Z","","","","","",""
"DENY","BVeDRkfNn8gZmR6CzBexunvrDWjcLT7xaMmqi95tpump","83","15.000000001","","","","","","","","","","","","","","","","","0.000004916","","","","","","","2026-07-09T22:22:22.452Z","","","","","",""
"Yes!","GDQd8jTDNp7SWBnxJozGUBagPNom1pum3eG1RTWSpump","","","","","","","","","","","","","","","","","","","","","","","","","1.869e-7","","","","","","2026-07-09T22:22:23.457Z",""
"Opps","AXoc36SsfSTn8JAEYiubgU61KBnrKAvZMzv8wgpfMKGa","67","2.962962961","","","","","","","","","","","","","","","","","0.000002207","","","","","","","2026-07-09T22:22:24.463Z","","","","","",""
"MESNA","5UUJFcodcvw2w6VhnzshqGD5UCQaVWYD2uorhZFMpump","94","29.629629628","","","","","","","","","","","","","","","","","0.00002258","","","","","","","2026-07-09T22:22:25.564Z","","","","","",""
"Groyper","BAgiGJZSXNtybB3AGqD7T7GdXUMYGf3H5fUzCBFvX42a","75","4.938271603","","","","","","","","","","","","","","","","","0.000002185","","","","","","","2026-07-09T22:23:22.471Z","","","","","",""
"BUULZI","13eiMbwfnaQmy9uHDYjQVLYvhoJYtDzUmgaPP3Rjpump","55","1.415269772","","","","","","","","","","","","","","","","","0.000002421","","","","","","","2026-07-09T22:23:23.457Z","","","","","",""
"NYX","AkFLWrJt3iZX7UvSkae23zpeL6pXGXZ7sVUH6Leppump","76","5","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:23:24.476Z","","","","","",""
"BLACKOPS","H4aYrzkN499U8HY9uThjd1BfqnHB5npsN4PH1wNzwdja","75","4.938271603","","","","","","","","","","","","","","","","","0.000006245","","","","","","","2026-07-09T22:24:22.475Z","","","","","",""
