symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"SAVE","9VTEZsiSc8AcvrkQ9eRfjvABjUsfiQTJXEE7o937pump","56","0.200000001","","","","","","","","","","","0.200000001","0","6","1","0","0","4224.98","3","60.61","60.61","0.778","0.778","92.24","","0","0","1","0","0","","","","","","","0.000004224","0.000004224","","","","","","2026-07-20T20:03:36.361Z","2026-07-20T20:05:24.320Z","","","","",""
"AM","4ZAwM8D5NP223Entgy8ohckB3RGCwyLZpeDb6My2pump","60","0.148148147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001839","","","","","","","2026-07-20T20:03:48.368Z","","","","","",""
"po","FSqUJF8Zhz6TLCiHPLLDt8nx3tTcgKnXHXwnfofdpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001138","","","","","","2026-07-20T20:03:48.380Z",""
"sponge","3JM9yZkzqC5xnAZRDcm7zGPHpYuuVQrwPDf7iXHBpump","56","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002071","","","","","","","2026-07-20T20:03:54.295Z","","","","","",""
"MEMECOIN","hqQRuT2ZRaozhod3t13JRskJSo9PKJBtVfJo8Swpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002168","","","","","","","2026-07-20T20:03:54.349Z","","","","","",""
"PLANEMAXXI","CFsPuYxLN2ecZJo2sXZCPEA71uiwBVaNJpzZck4pump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002168","","","","","","","2026-07-20T20:04:00.357Z","","","","","",""
"MM","3qKwZ3nxNNTmUTUbxtnP5HafWJayNeNuEAzyhVvjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.834e-7","","","","","","2026-07-20T20:04:00.363Z",""
"Cry","SjVbvZTvTCFnBbXD2xuGaTuvARy7YfgjUwjJ6FQpump","68","0.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002483","","","","","","","2026-07-20T20:04:06.363Z","","","","","",""
" ","2eRfpr5bQFadZeA98mv9fBn8ecUSfui5BDpWPPd4pump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002284","","","","","","","2026-07-20T20:04:18.275Z","","","","","",""
"GROKATHON","Gkyt7A8yhGogGmxJZpEetJvcZAkThzHHMrABitFJpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-20T20:04:18.350Z","","","","","",""
"PVE","7fL2tZ3xY5o85r9rez1HSte5wggK56KMQ3vkJZdGpump","71","8.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-20T20:04:24.399Z","","","","","",""
"Memecoin™","862yAYZouRwGk5bkhDPNnpixvVhAJQeGCjBPfyZKpump","75","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005265","","","","","","","2026-07-20T20:04:30.330Z","","","","","",""
"Bench","2xrtiqWyAXVyhYLvE8LuJ9g8nXyFYsKL5zKvBGeNpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.415e-7","","","","","","2026-07-20T20:04:30.383Z",""
"ape","7FewtxpMxSVW1TDcyDuHfFYN92azDnES1zSXRWz5pump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002206","","","","","","","2026-07-20T20:04:36.317Z","","","","","",""
"BCT","2PXqXbY6511i2e8jQn5Qgo4tzR4JFMaeu7KR6SmTpump","56","0.100000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005294","","","","","","0.000001144","2026-07-20T20:04:42.405Z","","","","","2026-07-20T20:05:24.313Z",""
"Nothing","DG7SEAoTxpMcDxZiJ3rzepqvKgq24qYzSZvnrBQUpump","63","3.084444442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002168","","","","","","","2026-07-20T20:04:42.411Z","","","","","",""
"sponge","AbfaefHaRDkAetdcqRXjaW5Vp8Nt9iE3JfuTt9NJpump","55","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007999","","","","","","","2026-07-20T20:05:00.331Z","","","","","",""
"STOCKS","4s4ZTVbP7gGJoLH2ZPM5197JN9LM7Vo97CYNQccppump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01e-7","","","","","","2026-07-20T20:05:00.344Z",""
"Worthless","4yw6uMj5XEcjRk2jvRxWLiVmPZRBhWw8gXaWs6wmpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002282","","","","","","","2026-07-20T20:05:06.371Z","","","","","",""
"BTC","A1CWXTccUkUa9wDedY76FmshW3fTFDiP2bWVePUspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002168","","","","","","2026-07-20T20:05:12.334Z",""
"STAR","EkQUNmK8Ddg8AR3N6jnKfuCf3B2a6jevJFZkjUigpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-20T20:05:18.321Z","","","","","",""
"STARTOKEN","CwvY5qc5uUBSaKiuagh2duGo1YVgDL24qh8ZtcTUpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-20T20:05:18.323Z","","","","","",""
"PVE","ALFjkK7v2eNtirEvofgsEvTNRkY4iDg2EgYdB2zUpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002182","","","","","","","2026-07-20T20:05:18.349Z","","","","","",""
"BONKGUY","2j3MnrWpkTwcUipfAUE3WRZir6PE264xEt95T1Ygpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002178","","","","","","","2026-07-20T20:05:30.319Z","","","","","",""
"RDOG","9Bb1VfxfdotTqQqFSnwURtEBvpkqVhG8eoT48ZMWpump","64","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002961","","","","","","","2026-07-20T20:05:30.332Z","","","","","",""
"mensa","HEqSTZREBtPCTJLm8Dwb6gxbyUA3EtSFhpN2SutFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001012","","","","","","2026-07-20T20:05:36.312Z",""
"ROBODOG","AJkgn7KiMHc7Mu8ByQu5pLqHAF8qeuQydhq2qRH7pump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-20T20:05:42.317Z","","","","","",""
"sh","8SBDu4ASaxreBTnTUpaEA5gFfiKiK8R1DMPxHjknpump","56","0.300000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002095","","","","","","","2026-07-20T20:05:48.330Z","","","","","",""
"awd","DAufG39ug9WsSpVZAGf86CugzA656RgLfEQ6f6jfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.986e-7","","","","","","2026-07-20T20:05:48.374Z",""
"ELONBOT","Gjm3W2YWoEzTdmNwPU5PHfmW9Q4fX7RgEhot53nE9ugJ","69","11.85185185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005728","","","","","","","2026-07-20T20:05:54.349Z","","","","","",""
"po","C3oKCsBDeHuCPB1ihd4buGpUoSPBZFLeBXz5SWc1pump","80","3.950617282","","","","","","","0","0","0","906","3.950617282","0","7","1","0","0","3758.37","3","1074.4","1074.4","0.769","0.769","35.31","","0","0","1","0","0","","","","","","","0.000003758","0.000003758","","","","","","2026-07-20T20:05:54.367Z","2026-07-20T20:07:24.307Z","","","","",""
"CORGI","6KXkTG1WSy5Z3me5TQYw1nJKzMKnDPoaZTcNJDhQpump","57","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002704","","","","","","","2026-07-20T20:06:00.309Z","","","","","",""
"spain","BWNuQcWRqK983XKZSZRxbEUVbNsAaEVVqbC3DW6ppump","61","0.200000001","","","","","","","0","0","0","902","0.200000001","0","2","1","0","0","3913.4","3","62.74","62.74","0.625","0.625","78.06","","0","0","1","0","0","","","","","","","0.000003913","0.000003913","","","","","","2026-07-20T20:06:00.362Z","2026-07-20T20:07:18.210Z","","","","",""
"7paw7","Go1KeKXtHkMsHhMXMVDnTtkaMbegFMxEUPL4KTjQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001049","","","","","","2026-07-20T20:06:00.391Z",""
"BONKGUY","9GDq6NR1szWNcaGBwdtDvDpen3wvN43pyZtPiQdbpump","57","1.97530864","","","","","","","","","","","1.97530864","0","0","0","0","0","2178.57","3","2111.79","2111.79","0.606","0.606","-11.58","","0","0","1","0","0","","","","","","","0.000002178","0.000002178","","","","","","2026-07-20T20:06:06.391Z","2026-07-20T20:07:24.149Z","","","","",""
"FI$H","Bu37rNAoMW8zwxmhjZGdhjc5dY4s7mRvxovhwH1Jpump","80","9.876543208","","","","","","","3.4","650","0","920","9.876543208","0","0","0","0","0","3834.03","3","849.38","849.38","0.667","0.667","0.06","","0","0","1","0","0","","","","","","","0.000003834","0.000003834","","","","","","2026-07-20T20:06:12.317Z","2026-07-20T20:07:30.181Z","","","","",""
"$LIQ 📉","239C1medeGaAqyYeTj4jmmF13SKdfZZ2EyTgzBLzpump","55","0.09875","","","","","","","","","","","0.09875","0","5","1","0","0","5401.58","4","2058.4","2058.4","0.697","0.697","147","","0","0","1","0","0","","","","","","","0.00001145","0.000005401","","","","","","2026-07-20T20:06:18.364Z","2026-07-20T20:08:48.165Z","","","","",""
"hsb","2pNjTMQKx39xksrgCm532K8a2W11MxhxinjPmH9vpump","55","0.300000001","","","","","","","","","","","0.300000001","0","9","1","0","0","20885.71","3","1987.6","1987.6","0.692","0.692","844","","0","0","1","0","0","","","","","","","0.00002088","0.00002088","","","","","","2026-07-20T20:06:24.324Z","2026-07-20T20:07:42.162Z","","","","",""
"ORSON","F2FAxULKcY3epWELLbzdKNpqReApHAooM19BprZKpump","59","3.703703701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003191","","","","","","","2026-07-20T20:06:42.305Z","","","","","",""
"TRUDY","FrAW5A3STu8snbgoG7gxDkdCrJTcFERpY4j6HafBpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002178","","","","","","","2026-07-20T20:06:54.365Z","","","","","",""
"Catar","3W4z3828Aba7Zb254Sny3EScS12Y6KA8em1m8EC5pump","65","0.065000001","","","","","","","17.1","100","-87","220","0.065000001","0","0","1","0","0","3265.55","3","148.89","148.89","0.583","0.583","49.92","","0","0","1","0","0","","","","","","","0.000003265","0.000003265","","","","","","2026-07-20T20:07:00.294Z","2026-07-20T20:08:30.168Z","","","","",""
"Doglon","Ax7NF9XF6xVc1V8ghWu6VfS3T2387MF5MAx86JtVpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-20T20:07:06.303Z","","","","","",""
"ORSON","7sbo6umaxixhg7B1xbg8bSQRp8e4GPUTUYMweLk7pump","63","3","","","","","","","0","0","-67.1","904","3","0","0","0","0","0","6977.74","3","17836.96","17836.96","0.588","0.588","166","","0","0","1","0","1","","","","","","","0.000004422","0.000006977","","","","","","2026-07-20T20:07:06.343Z","2026-07-20T20:08:36.310Z","","","","",""
"ORSON","ZvrRNtjT5oCfsStCLm3bpe6E3ru2QZoqoLgZSH6pump","63","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-20T20:07:06.367Z","","","","","",""
"STAR","64pMdFX1nsPW8pb6S1kHCtnj2tyNeNYityoZQnzXpump","62","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002182","","","","","","","2026-07-20T20:07:18.362Z","","","","","",""
"mensa","FDLn5JR1eUqpJHNZWyCmJA9y1rLSzkW82eyAws7apump","56","0.197530863","","","","","","","","","","","0.197530863","0","5","1","0","0","4910.72","3","123.93","123.93","0.611","0.611","123","","0","0","1","0","0","","","","","","","0.00000491","0.00000491","","","","","","2026-07-20T20:07:18.381Z","2026-07-20T20:08:54.318Z","","","","",""
"Trump","GZpUTwkSWvAi2PgzSsM3bYWQ4Y9TB2kPYSn7kaChpump","","","","","","","","","","","","","0.060000001","0","2","1","0","0","2177.46","3","4.65","4.65","1","1","0","","0","0","1","0","0","","","","","","","","0.000002177","","","","","","","2026-07-20T20:07:24.323Z","","","","",""
"TEEN","EVrY6cXqUpzJXGMyKfjmksH9DcudYfiJQo8Rf4rspump","90","5.925925924","","","","","","","0","0","0","902","5.925925924","0","0","1","0","0","3572.16","3","1542.16","1542.16","0.545","0.545","14.85","","0","0","1","0","0","","","","","","","0.000003571","0.000003572","","","","","","2026-07-20T20:07:36.361Z","2026-07-20T20:09:18.316Z","","","","",""
"Moon","9Bx6kGeYTwKq9owKN5g5awS8744YbMvPjCVUabeNpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002197","","","","","","","2026-07-20T20:07:42.320Z","","","","","",""
"Doglon","GQbXrwwDqtuW7LuAA8wnaTbnCVPuzymgB3nw1JXXpump","57","1.97530864","","","","","","","","","","","1.97530864","0","0","0","0","0","2204.75","4","12815.11","12815.11","0.576","0.576","-10.51","","0","0","1","0","0","","","","","","","0.000006859","0.000002204","","","","","","2026-07-20T20:07:48.312Z","2026-07-20T20:09:54.330Z","","","","",""
"SAVECLAUDE","B1F8Tb1wGcddhpFNGhWsezWuYZ7toLUUduDeNLe4pump","63","2.962962961","","","","","","","0","0","-4.7","904","2.962962961","0","0","0","0","0","2277.18","3","536.99","536.99","0.571","0.571","-13.03","","0","0","1","0","0","","","","","","","0.000002277","0.000002277","","","","","","2026-07-20T20:07:54.353Z","2026-07-20T20:09:36.189Z","","","","",""
"prompt","HGwFdiiDFseFJuSFvjQD6yhfSX5JAi2AMRmjHZ3Epump","60","2.4691358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002168","","","","","","","2026-07-20T20:08:00.371Z","","","","","",""
"PEPE","zv7CnM82j54d78xSFyTjGfEYwHufbrfKnkgrKXopump","71","5.000000001","","","","","","","0","0","-1.9","904","5.000000001","0","0","0","0","0","2210.61","3","800.36","800.36","0.571","0.571","-25.11","","0","0","1","0","0","","","","","","","0.00000221","0.00000221","","","","","","2026-07-20T20:08:06.290Z","2026-07-20T20:09:36.178Z","","","","",""
"TCB","AYBKqaiR6F9411S9QSDY3B6c7P9gMxQ6kTsMGwatpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.277e-7","","","","","","2026-07-20T20:08:06.295Z",""
"awd","CPzfYmiMMocmUEZyjtv5XpiPBeL6tCJ1NGRCfUuTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.674e-7","","","","","","2026-07-20T20:08:06.301Z",""
"mensa","C3PnecgfN83Vu6FtDoPNnDWPoPjRC4UUjMnx6AtGpump","55","0.197530863","","","","","","","","","","","0.197530863","0","6","1","0","0","3103.7","3","129.13","129.13","0.632","0.632","41.24","","0","0","1","0","0","","","","","","","0.000003103","0.000003103","","","","","","2026-07-20T20:08:18.358Z","2026-07-20T20:09:42.142Z","","","","",""
"up","CZRDvMomaEfsiCobt7Vcy5JKJaQr1jbM1fXSHZqUpump","62","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002169","","","","","","","2026-07-20T20:08:36.322Z","","","","","",""
"mensa","FAXiyxF27VgLakbokZZN4QwL3mjkAgS6uJmBNej6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.537e-7","","","","","","2026-07-20T20:08:42.318Z",""
"NISSAN","AH6woKCMQ9U1vqxZBH6EdW4r7guKvaRvh6t1zY2Zpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.148e-7","","","","","","2026-07-20T20:08:42.339Z",""
"GAC","HEukhiVX3pgaCRePAwdbMTmtE2iKLbukLVwPC6Vipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.316e-7","","","","","","2026-07-20T20:09:06.321Z",""
"BGP","9aYQSpzKRGM11wtHkBG4mhrN1dEpPCoEgksY4bwHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.679e-7","","","","","","2026-07-20T20:09:12.290Z",""
"OPEN","DQTMLc1kNf2JS9MHJf2Bf49MophsJuVRXPVhySkApump","61","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001381","","","","","","0.000001152","2026-07-20T20:09:12.348Z","","","","","2026-07-20T20:10:06.325Z",""
"SKIDCAT","3ZEsg5n9WPa6v8BcwokS1pNi9RK3kqdshfvVdJNkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.702e-7","","","","","","2026-07-20T20:09:12.350Z",""
"Cry","2z4Lp5xgwR3ZnEZYUJTs1hF84T1zaEcTouakL8u6pump","59","0.100000001","","","","","","","","","","","0.100000001","0","2","1","0","0","2023.05","3","203.48","203.48","0.551","0.551","-7.39","","0","0","1","0","0","","","","","","","0.000001563","0.000002023","","","","","","2026-07-20T20:09:30.295Z","2026-07-20T20:10:30.082Z","","","","",""
"STABLECAT","C3JjQy7PDTrcqiZgkSQVw7nUHxgosSsVtvbix8P3pump","61","2.598781838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004014","","","","","","","2026-07-20T20:09:36.328Z","","","","","",""
"LIT BULL","DjpSVkTJnZMDaZEqQS16CvMEspSwreN92Xurnc9Zpump","57","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002708","","","","","","","2026-07-20T20:09:36.334Z","","","","","",""
"SERVED","5zTsz7Vs1WDmF2wdBN8RtY8MoXeQSeLFdJDHGJaopump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005829","","","","","","","2026-07-20T20:09:48.341Z","","","","","",""
"up","8ahq9HFKBTJLXdyMCvAg5z9Jz2wBKXVfXAZy3JxApump","57","1.97530864","","","","","","","","","","","1.97530864","0","0","0","0","0","2169.9","3","3795.5","3795.5","0.604","0.604","-11.97","","0","0","1","0","0","","","","","","","0.000002169","0.000002169","","","","","","2026-07-20T20:09:48.350Z","2026-07-20T20:10:48.080Z","","","","",""
"up","4BBGkjftXaHgL8z4N27zEnkHzhVGaGNQT1rX3Y5apump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002169","","","","","","","2026-07-20T20:10:12.349Z","","","","","",""
"Biberty","HrqszGDCmATiw1bMXz1HAPYFVqJorX2zR7yieKYXpump","61","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002278","","","","","","","2026-07-20T20:10:24.296Z","","","","","",""
"Biberty","AdKfBVcxwXtnTMpywdy2BY67RM6CT62mSNuALcADpump","55","1.679012343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000009104","","","","","","","2026-07-20T20:10:36.302Z","","","","","",""
"THUNDER","8BQBz9Rps8SAGhRL9itqmj7JMSk1njuJ51mtHKA4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001232","","","","","","2026-07-20T20:11:00.383Z",""
"Biberty","FFwDfyneYCJumDeyh561CsgzzeQTMWhwqZyaYiwSpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002278","","","","","","","2026-07-20T20:11:06.330Z","","","","","",""
"pumpit","4NzshX8TbBPnyHSK1JR7x2RdsiAReVq7XwMWte5dpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.409e-7","","","","","","2026-07-20T20:11:06.331Z",""
"US","gW3r8dEGDtWDa7ubTkctHTYNjvNP9cMKqytBCnzpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002169","","","","","","","2026-07-20T20:11:12.341Z","","","","","",""
"CLUB","BjMF9uTYEenDvazejemUsc27dy7LZvGzytMTYpYipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.555e-7","","","","","","2026-07-20T20:11:12.347Z",""
"duge","GQzyzWPZRYswe7FpDe4aygEFEesALawtHwvUrWD3pump","56","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002278","","","","","","","2026-07-20T20:11:18.301Z","","","","","",""
"Marciana","2ZHpgqVbseyeBe93VaT9cScQhbH9dirh1mYdxpavpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002285","","","","","","","2026-07-20T20:11:30.286Z","","","","","",""
"TTD","B1Fux9AaCNGTH6aYXhj2houwEAKamU4V33NUxbDyeaFq","67","11.85185185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002619","","","","","","","2026-07-20T20:11:36.296Z","","","","","",""
"DUCK","6wXdTJLSM3c5J11FxWJt5G3f36tGnszATwUNifWtpump","61","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002169","","","","","","","2026-07-20T20:11:36.306Z","","","","","",""
"DUCK","6bmdph2YD94Q7EydFVvRDhDR4XVAC9saYpVYNbW5dFSv","66","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002619","","","","","","","2026-07-20T20:11:36.307Z","","","","","",""
"DUCK","H77qMEDt7nRKjqNaUpeZe6oTmWuYPSBcm7RCKVHnoNFH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002169","","","","","","2026-07-20T20:11:36.313Z",""
