symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"SSS","9E5Qhk9yMZcmsTnAgyG5w3HhodHHUTUUtAUM6UUKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99e-7","","","","","","2026-07-13T02:46:19.005Z",""
"pnd","D96yDBeWtLCrc5jrhfuUV3z1vRgu4ku6VjARBaivpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.54e-7","","","","","","2026-07-13T02:46:19.935Z",""
"DICK","9tLoWNcz1ZaRsQiTf9rEwwowos8Lqn9kxg6uwWLYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.493e-7","","","","","","2026-07-13T02:47:18.112Z",""
"bamboza","FqJSuTy9GyHm9Rin1kLRs2nzTXAEr6E3HDccbgS1pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.077e-7","","","","","","2026-07-13T02:47:18.944Z",""
"SSS","5AfikVMx87K7NBowBaqWrt4aWL1P1YSnehfw3i2Tpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.125e-7","","","","","","2026-07-13T02:48:18.935Z",""
"monsta","8V4FPMeeBaGiAUi6somBeGs2Q6rWzZ1Kqgf7ZGuKpump","62","0.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000272","","","","","","","2026-07-13T02:48:19.949Z","","","","","",""
"RoXiy","NWGTApFgUNDak6dqjMnSgEpa6t9RsbYZJwXmMjapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.856e-7","","","","","","2026-07-13T02:48:20.943Z",""
"eloncoin","GJ3jghPEd3Bz2B9ftAzyfJCE1PfFg6cgQ86NZvqwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002152","","","","","","2026-07-13T02:49:18.943Z",""
"Woodusky","EfSPDd7D38f8bR1CU1YStXqzkwegoxRSqKG1EUWWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004918","","","","","","2026-07-13T02:49:19.970Z",""
"SSS","CUkKaxkSWN6aY6b7pFqFNX78xAejP3ztDfnJmDHppump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000119","","","","","","2026-07-13T02:49:20.955Z",""
"100","nz4Peh4XttXqFzjL2UZJyod3mqL3fWKcwyrf6QSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27e-7","","","","","","2026-07-13T02:50:18.957Z",""
"SSS","9nRfvHCH4uQXUqzGXew6d3iMDYKZroSfYUobEHhapump","68","0.661728394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002521","","","","","","","2026-07-13T02:51:18.947Z","","","","","",""
"100","ANC6CGdGWnhUbY8mZEyyjcULXFBMGTB9SmUFJAN6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.445e-7","","","","","","2026-07-13T02:51:19.952Z",""
"SHSC","DNdd4XfjJuJnwahnFmKesR3ZdiAN9eJ2NMd1Py5Fpump","66","0.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002498","","","","","","","2026-07-13T02:51:20.935Z","","","","","",""
"DOGSEE","Dw7s76rkvJbs3v8scZTEzzmvZUedHUN6mbUQgumMpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001238","","","","","","2026-07-13T02:52:16.934Z",""
"SSS","9HS96X7v5RS6xMHtpK2QD3dM4vEckRR532saoCsCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.618e-7","","","","","","2026-07-13T02:53:17.946Z",""
"SSS","G8xp64fNyWAiXoacz5G5jAAUVnMS9Erk6YmCNAZipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.224e-7","","","","","","2026-07-13T02:53:18.953Z",""
"TRSE","4JzYtxo1Cf4CjpNEfB7tqkDt9Le1DbWEJEgy2Zgnpump","82","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002915","","","","","","","2026-07-13T02:54:18.984Z","","","","","",""
"up","vBN8f8ZwHJzSQBo6DH2625UGJfyLfqi5FGwP7MCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.058e-7","","","","","","2026-07-13T02:54:19.938Z",""
"100","EtWW21zBuN69StDbBf5GPXQo3Stuz4P65pcahKvPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.901e-8","","","","","","2026-07-13T02:54:20.932Z",""
"COOM","EoLSyf9AbYFK4JLn2H2SkQqyNy5yFhogYTL5hb3ipump","60","0.197530863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001498","","","","","","8.456e-7","2026-07-13T02:55:17.960Z","","","","","2026-07-13T02:59:16.037Z",""
"ROCKETDOG","22rdeeHn992CDcxeUutPxDMnkiCdbKLrfU5MDHgUpump","66","0.09875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001316","","","","","","3.418e-7","2026-07-13T02:55:18.928Z","","","","","2026-07-13T02:59:16.062Z",""
"100","CwcPMCXiK4Y9WbB5EDVonizLBfVsoit9VdiABbRmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.131e-7","","","","","","2026-07-13T02:56:19.941Z",""
"DOGSEE","8CmU3xrHGvGWwiS94rckBDYnDuUPPxzsZNkcgWAipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.695e-7","","","","","","2026-07-13T02:56:20.935Z",""
"Aurum+","2ay7EZdmA8WTpGYE23bYRdfqNt9jK75tu3uu92mBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.428e-7","","","","","","2026-07-13T02:56:21.935Z",""
"100","GfXws2FerH3KYz1Yg694iMan7aK1nWUEfvSiTEUQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.742e-7","","","","","","2026-07-13T02:56:22.981Z",""
"onlypump","82pk8rJ9oChfTRQMZLeMDcWouBKqxg22o3etgnCEpump","68","0.250000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000173","","","","","","","2026-07-13T02:57:19.946Z","","","","","",""
"CROCO","6tBeD9NzaYNdeFVwF4pnFfNmiRuFtXYsGhwsa86Spump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.645e-7","","","","","","2026-07-13T02:57:20.960Z",""
"100","4yxFNPtW74osi1VYs1yke87z7bo4nXFzXVPSsT4Npump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.44e-7","","","","","","2026-07-13T02:57:21.973Z",""
"BLUR","AsYh37iSsF8p5CdFQypwArQ6ySG3UJ8CjG7ocEWCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.101e-7","","","","","","2026-07-13T02:57:22.977Z",""
"100","HgkLQfaZFpN9JMn9v2bWSKfCBzNADBdhhiMN2ZLbpump","65","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00002217","","","","","","","2026-07-13T02:58:18.934Z","","","","","",""
"COOM","EjJRvao9D2WBHfpRXbR6jCZ962MSStzKFvhREVVspump","60","0.197530863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001316","","","","","","","2026-07-13T02:58:19.935Z","","","","","",""
"COOM","GfAbxNoPJyUqM2AimwZpDkLSg1zj6DaHMBzHzfjPpump","60","0.246913579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001805","","","","","","","2026-07-13T02:58:20.963Z","","","","","",""
"Woodusky","EMVjkeAixcnn5KkZzXzaL6kXJ4q7aUFKYorzgprbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.057e-7","","","","","","2026-07-13T02:59:17.977Z",""
"CAVIAR","B5PHqQEjVuPhi67RNGHgbvvuTpw2aHGrWeLoPyQWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001322","","","","","","2026-07-13T03:00:19.913Z",""
"1","cpyJCJTqrhuc54qzmAVprFe4QNDkyyDCw9VaEPybonk","70","4.9375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003549","","","","","","","2026-07-13T03:00:20.941Z","","","","","",""
"SPUP","22re65e1d7PNqCt4QgdffRAZHgGK1uhg3HGT9fjapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.189e-7","","","","","","2026-07-13T03:00:21.941Z",""
"ROBINSOL","Hs5EDt766NjWsyseh3HnC61t9y9NVD67vfPvLQhDpump","79","8.779149431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002192","","","","","","","2026-07-13T03:00:22.958Z","","","","","",""
"SHSC","2739r6zmkbVvFNHKTXoP2oGuQpAzRDf7vPyEaAafpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.254e-8","","","","","","2026-07-13T03:01:19.927Z",""
"BtC","DYatBE8SVpfoNokuTJCAwnPTCMVpffTVisD3Chxopump","63","0.197530863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002854","","","","","","","2026-07-13T03:01:21.143Z","","","","","",""
"MPBANGER7","39tFxtvzKiQLAZ1GabSLeYmcUPBPn3RpykNGAFVppump","82","2.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002297","","","","","","","2026-07-13T03:01:21.338Z","","","","","",""
"1","9oyAJg41QukdtiwgQxgDYk9crqe4QHDsXaruFGu3bonk","64","4.9375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000355","","","","","","","2026-07-13T03:01:21.946Z","","","","","",""
"Pridebull","AfCfuCG4wBmBDu295ycYJ3LiGG46zhtRnmbSvXaYpump","60","2.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003155","","","","","","","2026-07-13T03:02:15.987Z","","","","","",""
"Pippina","2LvRd7tMuyNkyc7NQx7TMa3yuXMiUc7zbVdmnNCQpump","82","11.85185185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001165","","","","","","","2026-07-13T03:02:17.956Z","","","","","",""
